,beer_id,username,review
1135,47604,lsummers,"Poured a rusty light orange with a one finger head Smell is very subtle, mild citrus hops with a touch of peppery malty sweetness. Taste is also not as bold as I was expecting. Mild bite of hops at first, grapefruit, and subtle grass that ends on a sweet malty peppery note. Overall, it's a very drinkable ipa. Nothing stands out, which would make this perfect for the back yard bbq. But if your searching for the added ""Rye"", this might not impress."
1136,47604,Therisse,"Appearance: Nothing too special about the looks of this beer. Crystal clear look, tiny bubbles, head sustained well but was small. Honey color. Aroma: Aroma was pleasant but once again, nothing special. It was also subtle. Specific smells included rye, orange, pine, and honey. Flavor: The flavor is what got me. I feel it had the perfect balance between piney hops and bitterness. The specific flavors I could taste were pine, rye, orange, wheat, honey, copper, and nuts. Very crisp. Mouthfeel: The mouthfeel was also amazing. It was creamy, plentiful amounts of small bubbles on the tongue, and a thick body. Overall: Perfect type of beer I'd like to drink on a hot day, but would also be amazing slightly below room temperature. This is nowhere near the hoppiest or the most bitter IPA I've ever had, but it is perfectly balanced."
1141,47604,ChugginOil,"Pours a very cloudy orange color with an inch of white head. Spotty lacing. The nose offers a ton of earthy and spiced rye. There is some faint tropical fruits but rye dominates. The flavors are compromised of a ton of rye. Spice, earthiness, and lovliness. This beer has one of the most noticable and enjoyable rye presence. Some bitter hop bitterness completes the flavor profile including some pineapple and apricot. The mouthfeel is appropriate, medium with moderate carbonation. Overall, loved the rye characteristics showing boldly here. Very enjoyable."
1145,125646,unclejazz,"We got you stuck off the real ness, we be the infamous. You heard of us, official Queensbridge murderers. The mob come equipped for warfare beware, and so on and thusly. In addition to the opening to Shook Ones pt. 2, all I can say about this beer is fantastic execution."
1149,125646,Phineasco,"Look: Yellow, turbid, hazy, with 2 inch white head. Medium low carbonation. Smell: Candy, grapes, melon, and blueberry. Taste: Grapes, candy, bubblegum, and blueberries. Mouthfeel: Medium to light. Silky smooth. Overall: An outstanding IPA from treehouse."
1154,97487,GarthDanielson,"Poured from a bottle into a shaker pint, the beer is a hazy, unfiltered, orange-gold coloring, almost opaque, with a filmy, bright white head. Nose of toasted wheat, subtle citrus notes, maple sweetness, and hints of smoke. Flavors of smooth, roasted wheat, with a rich, roasty sweet maple backbone. Very balanced and smooth. Light, crisp citrus notes on the tail end of the palate. Smooth and slightly effervesced body. The aftertaste is tangy sweet with citrus highlights, and the finish is smooth and clean. Very easy to drink."
1159,97487,Hendry,"Cloudy orange amber,soft two finger white head, laces well in the glass. Aromas are decidedly European,yeast most particularly,maple nonexistent as are the hops. Sour splash to the palate on the first sip, reminiscent of a yeasty Belgian, and quickly changes over to a lager flavor profile while at the same time the slightest coating of maple finishes at the back. Medium bodied, perfect carbonation, nice mouthfeel. Okay, I love Lawson's, and have been a fan of their past maple offerings, but Maple Wheat takes an artisan approach that is certainly a different take on the style. While Maple Wheat may appeal to others with a more adventurous palate than mine, I found it interesting and worth trying once."
1162,104824,Florida9,"Pours with a visible viscosity. Looks flat. Only the tiniest bit of light tan colored head. Very minimal lacing. Aroma is full of chocolate, vanilla, and sweet, syrupy bourbon. Taste is more of the same. Very sweet and very chocolatey. Bourbon and barrel are there too, but the sweetness takes center stage. Full bodied and viscous. Very low carbonation. Creamy smooth."
1165,104824,NickyPogs,"Had this gem at FoBAB over the weekend and it was amazing. Haven't had many things aged in a Heaven Hills barrel, but if this is any indication of how good they are, I must try more. It was very sweet but had a really big kick on the back end. I wouldn't say it was hot, but you could get a good sense of the whiskey influence in this beer. I thought it was very well done and would love another opportunity to try this one."
1174,123949,zeff80,"On tap. Poured a clear, golden yellow color with a small, white head. It smelled of grains, caramel and floral notes. Sweet caramel and toasted bread. Very, mildly bitter."
1175,123949,DragonsMilk,"Good Pilsner, mabey it's something I drank earlier but Im getting a slight Belgian like flavor on this one, anyways... Crisp, a bit tart, a bit sweet, refreshing Pours clear golden, finger of head It's on par with most craft beers price wise @10.00 a sixpack but I prefer Cechvar/Budvar and it is also 10.00 a sixer even with importing so I wouldn't purchase this at the store often but in a bar if its available I would choose it over most AB, Coors, ect Of the 20 or so Nebraska beers I have tried of various styles this is one of two that I have not poured down the drain, the other also being from Brickway, their 10th Sanctum barleywine."
1179,123949,hopflyer,"Unknown canned date Pours very pale yellow with frothy one finger head. Retains well Smell is very muted. Faint Pilsner tones, grassy Taste is subdued grass and slight bitterness of noble like hops. Maybe some spice. Thin feel and higher carbonation. Crisp and clean. Best aspect of this beer Pretty tame in the smell and flavor dept. but the feel is nice. Average at best?"
1182,123949,The-Adjunct-Hippie,"Pours a bright, crispy golden yellow color with a tight 1 finger head. Lots of effervescent bubbles rising to the top. Really nice showing here. Crisp, floral aromas, bread crusts, and light fruit. Flavor follows suit beautifully, with a soft white bread flavor, pinches of hop, cracker, pale malts, and fresh orange. Very crisp finish. Feel is right on point, very refreshing, and again crisp. Overall the word of the day here is crisp. This is a near perfect pilsner. One thing Nebraska gets right beer-wise are their pilsners."
1186,123949,StonedTrippin,"a great beer here, my favorite i had from these guys, ice cold right out of the can, i really dug it. its got a little something different about it, not too cleaned up maybe, i taste more yeast than i am used to, its more than just what the yeast does, make it dry and crisp, but there is actually a soft bready flavor from it remaining in this that i really like. there is also a slight floral character to it, like orange blossom or something, gives it a little more liveliness than the hops can do on their own, and makes this pretty distinct. good bitterness on the back end and a lot of body for the style. creamy feeling, but well carbonated and incredibly easy drinking too. i know its not the sexiest sounding beer on the menu here (they have some pretty ambitious recipes working right now), but its arguably their best executed beer, at least of the several i had while i was here. its certainly one of the better pils types i have had out of the state of nebraska and around the region more generally. nice work here, this should get some legs now that the cans are up and running..."
