beer_id,username,text,score,name,style
26542,pgroove,"I gotta be honest; this beer is phenomenal. All joking aside, I haven't been this excited about a beer in a long while. I'm shocked actually that there are so many sour opinions out there. Maybe some bacteria got into the other batches or maybe everyone's just feeling pissy from the economy. I have no idea. This is an EXTREMELY well balanced beer, with the perfect amount of bitterness to complement the strong malt content. The taste is truly unique and refreshing, but not overly bitter like most American winter brews (otherwise known as IPAs). Someone below commented that this beer ""doesn't know what it wants to be"" because it doesn't fit neatly into one particular style. I hope that was a joke. Thank G-d some breweries out there are still pushing the envelope and breaking the rules.",5.0,2° Below Winter Ale,English Extra Special / Strong Bitter (ESB)
26667,SydFlash,Checks off all the boxes for a good dubbel - most importantly a tasty blend of spices and not too sweet. Very mild bitterness and lingering caramel flavor. I highly recommend.,4.88,Single Digit Dubbel Belgian-Style Dubbel Ale,Belgian Dubbel
26972,GIVEMEBACKMYSON,"Way opaque deep color. Bright -5 degree Alaskan crisp sky midday sunlight to contrast the beer towards, and nothing, as far as light goes, is showing. Wisping cappucino cream showing thinly. Pumpkin pie greets the nose first, then chicory blend coffee, and a little sticky bun scent hit the nose, and tastebuds follow suit by watering. Delicious. For the most part the flavor follows the same lines as what you read straight above when I was talking about the smell of this creation. Added to it, though, is a certain electric flash that occurs as the moderate carbonation and thick body coincide with one another, and a hop/coffee bitterness develops henceforth, giving total closure to the whole experience. This beer gives true closure to fall and welcomes winter. Wide breadth of flavor and nuance and just the way that it drinks, it is spot on for a seasonal at this exact time and place. Also extremely well built, and well, it's name is aptly put.",4.92,TREAT (Imperial Chocolate Pumpkin Porter),American Porter
27143,Tilley4,"Big, boozy and badass.... Amazing beer... Blackout on steroids for sure.. Base beer is terrific but this is.... Badass..... The aromas, the flavors, the booze... Absolutely amazing.... Desert island beer right here.., descriptions are pointless... This beer is incredible",5.0,Barrel-Aged Blackout Stout,Russian Imperial Stout
27249,Oldmankeebler,I tend to love dark beers. In particular the porters and stout and this is an excellent stout. Full body with a lot of flavor. Malty taste with a slight bitter in the finish.,5.0,Rabid Duck,Russian Imperial Stout
27286,BadAxeBeer,Awesome beer. Very solid double,4.88,Arcadia HopMouth Double IPA,American Imperial IPA
27339,DrunkosaurusTex,This beer is the definition of an imperial stout. It's now one of my favorites.,5.0,Berserker Imperial Stout,American Imperial Stout
27354,Moe720,I thought this was a great tasting beer. I've been searching for it. Guess I can stop the search.,5.0,Michelob Winter's Bourbon Cask Ale,Winter Warmer
27371,rhoadsrage,(Served in a chalice) A- This beer pours a slightly dense amber body with a good carbonation of tiny bubbles supporting a creamy light caramel colored head. The head last as a thin film with nice lacing for most of the beer. S- This beer has a soft yeasty note of faint bananas and circus peanuts which are subtle and balanced soon give way to a bolder toasted note and a robust caramel sweetness at the finish. T- The rich caramel malt flavor has some darker roasted notes to it with a soft alcohol heat and white raisin quality. There is a soft cola note that gives way to an apple butter note to the malt and a soft toasted malt flavor to boot. The finish is a soft herbal bitterness that wraps up the malt flavors quite nicely without big hop flavors. M- This beer has a medium mouthfeel with a soft alcohol heat and a tight little fizz in the finish that enhances the herbal bitterness. D- This beer has a great depth of flavor and a perfect support of the wonderful caramel malt. This grand cru is like a great loaf of fresh bread. It doesn't wow you with over-the-top flavor or huge amounts of flavor but it has that amazing freshness and subtle complexity to make this beer stand out.,4.97,Grand Cru,Belgian Strong Dark Ale
27514,OStrungT,"This beer pours a clear brown color similar to the wood color cherry maple. It supports a thick, fluffy, light tan head that fades slowly, leaving a thick curtain of lace. This beer has a nice mild, nutty aroma. It smells slightly of toffee and caramel malts. It has a very subtle floral hop aroma. This beer tastes exactly like it smells. Nutty with some caramel and toffee flavors. The floral hops are slightly present in the flavor. This beer is very crisp, and refreshing. The carbonation is nice. It leaves a mildly nutty aftertaste. This beer is so drinkable. It may be the most drinkable beer I have ever had. Good flavor, low alcohol. I may have found my party beer. Overall: Great beer. Not over the top, but not booring either. Very well balanced,a nd well rounded. Good job BBC. Oh yeah, at the end of trying this review, there is still a nice head and a lot of lace on this beer.",4.68,Samuel Adams Brown Ale,English Brown Ale
27571,mtbrame,My go to IPA for sure! Long time fan.,5.0,Hoppyum IPA,American IPA
27604,Stout_Scout,best all around IPA i've had its just good,5.0,Duet,American IPA
27800,Will_B,"Very tasty brew, Vanilla is perfectly blended with a great beer.",5.0,Vanilla Porter,American Porter
27804,beertrek,"It's whether or not you'll drink a beer again, and this one I would drink each and every time. Those of you who like west coast IPAs, this one won't make your bitter buds happy, but looking for a well balanced not too sweet, not too hoppy beer, this is the one for you. On top of it all, it's got nice malts, nice body and a high ABV. 750ml bottle",5.0,Houblon Chouffe Dobbelen IPA Tripel,Belgian IPA
27837,drewsmindseye,Most likely the best beer I have ever had,5.0,Interlude,Belgian Saison
27857,Ellbert,"This was an excellent porter. It poured very well with a small head that slowly vanished. It left a lace that added a nice apperance. The taste and mouthfeel were very good. It coated my toungue and tingled it with its carbonation. The taste was chocolate up front and coffee to follow. A very mild porter, I woudn't call it robust. I could drink this in the morning with my toast and eggs. A very good porter, I would defintely buy this again, and I did. This is definitely one of my favorite beers! Justin",4.89,Old Leghumper,American Porter
27992,Burgh1328,Love it,5.0,Beatification,American Wild Ale
28039,ta_hagen,"By far the best scotch ale on the market in my opinion... Medium body, smooth and medium/low carbonation. The alcohol is really well masked in this beer. A great Scotch Ale, and I love the label design to boot. Great dark fruit taste though with that toasted bread as well. Medium lite body but some what syrupy. Light carbonation. Full bodied, velvety, lip smacking sticky, and coats the mouth with scotch toffee with a lingering bitterness buried underneath. Another great job by Dark Horse... Thumbs up!!!",5.0,Scotty Karate Scotch Ale,Scotch Ale / Wee Heavy
28165,jkwikkel,"A - Gorgeous, looks like the illustration on the can, dark with a thick creamy head S - Again, gorgeous, nutty, with a slight hint of grain and hops. T - Better than I could have imagined, like a hybrid between a porter and a pale ale, strong malty taste, with a sweet, bitter aftertaste. M - Clean, smooth, perfect D - I could drink a whole case, 100%, I'm having a hard time stopping...",5.0,Bender,American Brown Ale
28176,rrwiltse,"Wow, wow, wow. Bam Biere is simply mindblowing! Pours a beautiful golden/orange, lots of frothy head, takes its time to disappear; goodly amount of sediment in the bottom. Wonderful yeasty and citrusy aroma. This will be my beer of summer for sure! Some light lemon/citrus mixed with a ""barnyardy"" (I stole this term from someone else, it's perfect!)essence, very dry finish, yet unbelievably refreshing! Only 4.5%, an awesome session beer, I'll be drinking a lot of this one. A refreshing change from the abundance of 9%-ers lately. Once again, the Captain at Jolly Pumpkin proves his little brewery to possibly be the best in the state of Michigan, and certainly one of the best in the Midwest.",4.97,Bam Bière,Belgian Saison
28203,eyeQ18,Perfect.,5.0,Furious,American IPA
28204,smatthis49,"This is one of my favorite beers all time. Was my introduction (accidentally) to high abv stouts. Was handed to me by someone who knew nothing, back when I knew nothing. Immediately I knew I was drinking something special. Only have two left in my fridge, and it breaks my heart.",5.0,Mephistopheles' Stout,American Imperial Stout
28248,94Sip,"Overall: Had this in Arendal, Norway at Kitchen & Table restaurant. Poured from the 500mL bottle into a large wine glass. This was a great RIS - lots of complex flavors typical of the better imperial stouts. This is the highest rating I have given a RIS. If you have a chance to find this beer, get it and try it. Don't miss the opportunity if it presents itself. Look: Typical dark black stout - not a great amount of head, but what was there stuck around the whole time and left a great looking lace on the glass. Smell: Lots of dark chocolates, coffees, roasted grains. Very deep aromas - you could leave your nose in the glass for a long time and really enjoy it. Taste: early dark fruit flavors, followed by some chocolates/coffees, and then finishes with a real nice toffee/caramel/dark maple syrup sweetness. Like most other RIS, let this one warm up to the recommended temperature because it tastes so much better than when it is refrigerator cold. Feel: Just the right amount of thickness - moreso than a smaller stout and typical of a RIS. Carbonation was just right.",5.0,Imperial Stout,Russian Imperial Stout
